ID,Female fetal gonad,Fetal brain,Fetal intestine,Fetal kidney,Fetal liver,Fetal lung,Fetal stomache
H2afz,10171.5096255,17126.1780323,15635.574845,30385.2592762,14142.9128355,22329.9947098,11333.4579809
Tuba1b,1286.48689569,1101.74654842,1969.43810087,3126.32351294,2422.0278862,2408.39106328,1460.74553524
Dalrd3,240.057506823,597.485497161,333.199424217,538.755143074,294.451372958,284.742751434,385.790530769
Pabpc1,1456.02321653,614.229160063,1110.64460398,1384.79071273,1483.86185925,1545.20533598,740.950607087
Slc25a39,2064.74657024,888.40886062,1441.86962839,1777.5010978,1188.87779847,1481.69738351,1450.65053343
Vim,575.422454434,688.210077224,1031.86851639,863.89007787,150.026310315,863.173588204,664.543207092
Asah1,86.6116770148,38.401151528,78.2521158828,55.851225102,24.6021926852,66.91222019,43.6499665122
Snx5,254.812248608,80.4957533027,231.575523615,348.088598863,212.653267917,283.241306769,221.204483208
Bcap31,637.876411893,123.935946592,222.022876264,273.840557505,366.182375772,150.824053234,202.799490083
Selenoh,25182.665008,10615.5462132,15884.1534033,28804.8761184,9495.99507047,21180.1325313,13281.2295231
Vamp3,1288.86225459,139.453508097,422.061780543,473.002159324,171.67946531,310.970945902,280.884285129
M6pr,315.617236426,85.8563802637,141.092110908,190.883444732,332.691511893,162.201528648,127.135401518
Arpc3,484.722417064,473.80916602,464.185921946,523.310040013,681.449918765,472.490336057,437.185743474
Ifitm2,2949.25190696,353.241783844,3206.89039751,2786.06321328,817.226589875,2055.49068232,2096.84865292
Csf2ra,747.045612508,379.964155817,738.67752064,676.605637429,359.686094506,465.51787475,529.491681692
Shox2,0.0,179.771368669,0.0,2.86942759129,0.0,0.0,4.62314934209
Hmox2,272.444317998,61.1584791856,106.303161251,127.764564104,70.0659315067,97.3988540381,70.7253581098
Pcna,3476.51173131,1457.92260311,1873.09289821,3553.47480835,2270.97074091,2940.23416223,1487.22806978
B9d1,109.289382878,242.099537142,280.610167657,414.512174795,26.1198113632,260.766254584,184.851770593
Cmtm3,282.315107619,73.918243197,856.408977647,715.091011941,60.4267595327,441.774691632,373.741871826
Ednrb,0.0,14.2687526779,89.1157991927,4.83971390867,1.86306935776,44.0275877467,8.57738744298
Racgap1,115.327696395,126.128108356,144.439101047,123.022759878,84.8648689597,140.245125629,94.6346549043
Arl6ip1,1179.36668001,1469.30334825,1195.52569374,1126.49939334,791.421555069,1126.4084368,972.16071058
Aldh2,305.055515619,60.1850398102,212.452754719,289.291626847,138.373548478,341.24245391,162.884188657
Capzb,142.769046369,116.77952449,145.705423344,152.683599686,128.245844535,131.497243764,108.681281694
Cetn2,729.959514763,614.922203489,410.507374365,708.772134946,378.95136158,368.746968638,333.070436464
Ncapd2,86.4762395572,107.591032009,96.6219991873,138.673459279,50.7294247281,172.50061671,53.8969072119
Ndn,955.787362402,6879.8124628,1781.86045706,2184.77315735,15.0185379901,1391.82087319,1338.87668992
Surf4,444.861934211,223.705384285,462.67500186,504.290174781,296.918446055,431.256033263,377.829035277
Sdcbp,139.290690535,197.428028246,152.058325492,148.247721372,142.671546428,118.39588327,105.312454031
Scpep1,57.1412317524,26.1792883724,62.0505897215,120.991185537,14.7020498991,49.867163493,28.0592497515
Pou3f3,0.0,853.058698068,10.5344464537,237.309678691,0.0,31.2272079567,0.0
Ranbp1,2652.53193003,2890.32049247,2770.56569553,3968.08905915,5453.41032391,2674.39415046,2202.88106688
Bin1,21.5518666355,45.3885491346,66.7000357005,57.1462777384,10.4304244324,68.1030694404,41.2739424924
Pcsk1n,34.3472601087,2355.25483926,124.72533617,0.0,0.0,0.0,495.867775534
Ebf1,0.16134049173,12.09636224,1.73099827962,2.95038322866,0.331264244427,0.723629318167,1.48549469456
Colec12,6.1228970074,2.42727744783,4.45870972724,4.11645246422,0.105643110226,10.7203998945,2.91822271668
Ina,53.3801012136,609.562322479,19.5797337787,0.0,0.0,0.0,6.5530858619
Pnrc2,1085.5490788,787.714324074,1250.71140383,1365.99134725,819.661588089,885.236987493,760.00603027
Prdx4,1085.93400785,260.244035996,695.341038564,804.596903998,249.32420283,934.408867082,572.323070726
Otx2,0.0,98.7025918145,0.0,0.0,0.0,0.0,0.0
Rprm,43.1834456545,3346.77503308,267.293540326,4165.57358397,0.0,105.644924087,461.214561335
Jun,642.538255349,433.022414876,930.037354488,1093.64422035,498.709022979,467.545320984,604.340140597
Litaf,18.286189107,8.69602866189,35.2946945022,28.0459344897,8.47794781033,21.6463220298,16.5105988358
Nudc,716.931853609,517.105482709,467.930898888,649.08883291,762.803320479,447.07707005,408.999250408
Dnajc9,2294.39215234,1615.85359354,1759.60428123,2340.67864582,2073.03156265,1768.74277304,1467.19804448
Zfp36l1,365.581527566,206.994909778,811.163058248,575.372056316,87.8936618114,395.867196532,454.683661555
Tubb2b,194.958336257,17623.0279604,1553.01931147,1387.30535834,14.9175798159,573.722860127,380.85663399
Camk1,274.927159334,180.432761987,382.557837184,371.217099647,65.6372503376,263.299876718,237.825425883
Gap43,0.683741792166,265.24252981,24.8287416847,6.87685504174,0.601653609537,0.83636042277,13.3461412129
Scamp2,57.7215984532,77.2279653374,71.9231675906,65.194923697,52.4515595866,57.2229115258,64.1913654881
Ap2m1,381.014243784,841.838821668,551.666057219,461.443323084,350.955887794,343.413207434,305.264119886
Siva1,4004.82753438,1021.61045859,2350.85993926,4093.68353793,2427.93315216,2518.37083633,2025.43264428
Stmn3,3.91990988906,3424.33496939,126.168400781,7.1682168999,0.0,0.0,25.9858129987
Rrm1,194.238606394,98.3658140855,154.744716322,177.599039311,429.437719209,162.974456386,114.953438484
Chgb,0.0,86.5828832593,99.9042368278,2.08834952576,0.0,0.0,291.046209949
Pyy,0.0,0.0,2001.27471219,0.0,0.0,0.0,10496.0574239
Cpa1,97.4543428618,0.0,816.986373719,32.82847398,0.0,8.36541865535,4786.76301855
Cpa2,117.035719715,5.79950476691,214.768812747,60.4290547026,0.0,3.36845575818,1386.39101415
Clps,12.0412205225,0.0,1371.38534517,11.0097021217,0.0,0.0,11858.2235454
Ctrb1,7.01779058945,0.0,816.637699786,0.0,0.0,0.0,4931.3575829
Pnliprp1,2.06267848772,0.0,226.408687913,0.0,10.8902334624,1.68206055931,1300.5379206
Serpina6,0.0,0.0,250.750285208,0.0,671.004947078,2.4290779106,987.328300746
Slc38a5,128.925043344,0.0,77.6442383086,9.55788664347,296.392155913,409.174106335,952.197830078
Rtn1,0.639096523171,392.612654647,10.1532971465,0.730434918741,0.0937280550479,2.60583280821,3.88363243251
Actg2,1.34942491023,0.0,762.867656009,6.16912806697,0.0,108.941664366,160.026650352
Tubb3,8.92860139572,4522.932583,221.062255784,2.72124246171,1.74592394686,2.42701392824,85.495745398
Ccl5,0.0,0.0,104.263837568,0.0,0.0,0.0,166.520163974
Fabp4,0.0,0.0,46.3650189502,96.313433352,4.11958708958,0.0,0.0
Mylk,1.47072630616,0.30973713015,101.047601725,6.61161695695,0.0,29.2838600902,28.6172299003
Cd74,3.58022888448,21.1120416007,221.606228777,19.641158538,54.6068696846,70.0700007574,105.484463694
Egfl7,125.066269707,22.2869654081,117.111292,283.681896691,344.262581263,121.601415635,178.927025607
Lgals2,20.2509092042,0.0,1064.06105147,0.0,11.879760029,5.50469625865,89.4980334629
Cnn1,0.0,0.0,457.132265031,0.0,0.0,49.3652069666,138.226172768
Ltb,0.0,0.0,179.710640999,30.6306059027,19.6523129066,40.9781055173,74.0268891732
Ffar2,29.0382418274,0.0,134.204862792,0.0,27.2554553355,4.73598591155,449.166469219
Neurog3,0.0,15.8637588576,155.415598915,0.0,0.0,0.0,388.383209067
Cdkn1a,223.115207469,141.646166893,120.088799531,97.5661303824,60.7006304487,15.8212728657,188.158953542
Gal,0.0,51.6206027968,606.866025035,0.0,0.0,16.6567590893,90.2712346159
Plvap,40.5655187232,18.9847957733,20.4591280986,92.7261228876,21.1527897571,1.83778463882,4.97993299342
Cck,5.36942860293,72.3718135314,243.725331156,63.822892524,0.0,0.0,181.929706736
Lrpprc,22.4794411582,11.1758246005,15.2067213322,14.8256386472,14.7003518496,12.9221333797,19.5436595056
Cd7,0.0,0.0,97.3674074043,0.0,20.7629039429,0.0,43.4501638672
Fev,8.06032097361,0.0,19.9564596715,22.1094861834,0.0,0.0,160.300108516
Cela1,63.0431607919,5.90088119273,77.0804274008,55.5076219552,65.747401627,13.3285327528,383.527751148
Ambp,0.0,0.0,223.482911461,0.0,208.595873134,0.0,719.258743837
Cldn5,22.2626520677,0.0,183.73284787,1262.04153219,13.0599056816,90.7730633047,16.3981409397
Esam,3.07790620268,0.0,35.5625852,39.3992972235,1.80558742874,27.6094753766,9.06845052554
Cav1,18.8507950875,8.31810625903,34.8191482757,20.5189647435,0.0,29.2806327557,46.2834936484
Cldn10,1.4397440263,0.0,6.53518494309,3.62012059212,0.0,10.2731452065,35.7912427444
Bex1,5784.72325501,2777.81718909,4400.8904161,5013.51431258,475.308749038,1859.25804834,5079.75787858
Cadm1,3.4655946492,12.4887043759,9.77215355775,11.5305923388,0.451781447058,3.53262766633,3.54538157828
Elavl4,1.06364602153,41.7546105781,8.25153756813,3.50110132251,0.0,0.520425369015,1.88029537377
Gng11,145.751259772,58.4674864106,870.655841322,805.938313434,65.1442587235,764.076564567,434.539903898
Uchl1,214.987218675,1772.93733415,154.082349521,300.028214099,0.0,117.646581831,72.9264056867
Ecscr,0.0,2.86440862126,58.9308592846,52.8527454025,1.99469598157,16.6369959192,15.0273547
Rbp4,112.93671272,3.06898559201,511.131065981,16.6551485927,1401.97551693,103.980423376,1202.17911379
Bex2,4446.88823512,15143.0719908,5069.57694576,4444.97145239,552.684591904,4102.66032154,5398.97763597
Dpysl3,1.8811744567,109.797935082,17.7431583223,3.93148003437,0.15765007242,1.0957491082,6.53224836391
Lgals4,0.0,6.76153592048,414.012909905,3.66943350153,2.35427453152,3.2726838355,85.7254308783
Tagln3,0.0,1810.22574803,73.8941406548,34.4700203656,0.0,5.7643168087,27.7686135833
Emcn,1.03789271155,0.0,1.42761505605,11.7040990981,0.202952473635,0.564249641192,0.254829043017
Spink1,0.0,0.0,156.494782791,124.71078581,25.370065828,0.0,600.342238794
Spp1,31.8799076297,111.899259766,324.494568199,19.4325974411,56.1049850012,56.3273402768,1451.96928514
Pax6,18.8268596723,168.860837917,5.48390751978,0.0,0.64966894239,0.0,33.4449488985
Cpe,28.2267207177,156.408742531,50.991061235,25.2351358888,0.0,4.34787376731,46.202516233
Rfesd,363.20833488,50.9948074957,63.584288208,68.7669133741,875.947671011,148.093466468,202.674724213
Cldn7,182.629699356,8.54712981258,1339.7654977,1781.16924032,5.95198791282,562.623541647,1457.30758812
Crip2,592.082644176,3158.90145503,542.937362631,984.293687689,452.584824781,482.827968367,317.173831358
Nupr1,16.5632025892,48.8352886625,136.695501161,30.2886117478,75.3024589254,87.7945907953,771.653907182
S100a16,122.931511112,85.5481034632,233.787432468,698.837948812,6.27088044935,52.3030142988,212.591971654
Hoxb5,0.0,0.0,1027.10112672,640.765507459,0.0,2256.37689532,275.896050092
Epcam,143.564791606,0.0,195.75533783,277.751727447,0.0,227.359832667,312.641580385
Aplnr,8.52228043466,0.0,77.3674733287,85.7143556905,0.0,20.8490928855,0.0
Mllt11,53.1967582428,1733.45849589,93.7929622725,75.1703310004,9.92941513507,31.5495055953,37.4024023152
Tmem88,110.223480167,61.9019401578,303.223441241,134.374825895,32.3301161628,134.826563957,108.250664665
Rfx6,0.0,0.0,4.44499765222,0.0,0.0,0.0,3.52636142083
Pcp4,0.0,103.598622369,38.4516589026,108.481553479,0.0,0.441790945347,8.37999448312
Gng3,41.8089062703,6222.21226068,253.034733725,165.651725026,0.0,22.7293824296,71.8560446483
Krt7,26.2548875772,0.0,56.8786628939,28.5068243681,0.0,78.9500265548,84.6069298811
Icam2,9.07598329975,2.54855396619,34.9550861438,96.8156435131,104.709861829,19.7366076989,31.1973844519
Neurod1,0.0,414.24994886,0.0,0.0,0.0,0.0,71.3441215832
Tmem185a,99.4844699925,33.5225218734,31.3488636922,44.6541085707,28.6496622687,28.0256884915,41.3020882884
Lta,0.0,0.0,23.7920176117,0.0,0.0,0.0,0.0
Cited4,3937.33450051,42.5235105327,166.639367548,300.003364298,11134.1917428,1152.59260653,2453.97063197
Gamt,1575.09430184,241.248861118,745.408400836,503.553461818,122.768589258,386.232723864,1736.20903568
Bex4,6909.9114013,2083.83126566,3290.03333035,4243.13348578,4617.21023435,3067.49377505,3960.31055193
Wfdc2,273.986145027,74.0326089817,494.90361856,2892.73874952,0.0,1146.65224263,830.093363464
Tpm2,55.7021143285,49.8565267334,1534.27377714,1282.80842212,26.549612787,613.218907788,543.632327441
Lypd8,0.0,0.0,95.7310083958,0.0,0.0,0.0,9.9348654675
Cd59a,111.23811791,28.5197186704,25.2794749877,64.8578094915,70.9298344781,34.1812529265,54.6235710468
Pcsk2,0.0,2.06446740044,0.770490393764,0.320105876665,0.0,0.0,3.69618333964
Cd82,41.5259388829,4.82506151763,21.2717820873,27.4944993524,93.6611468831,17.5155109207,37.4427321716
Elavl3,1.70312084755,462.696894874,15.4613730162,0.778610987722,0.0,0.0,3.76343513936
Crmp1,0.628041505515,371.933307295,30.5809001922,2.2969598083,0.0,1.53645444841,6.47640646271
Mgst1,216.678980051,45.2290818233,169.32926549,359.415877839,110.237043286,178.259744171,340.387103682
Cldn3,50.0777050481,63.2786314401,1053.88811293,2083.34345835,14.6885039278,1796.83079782,2231.60593808
Fabp2,0.0,0.0,287.443515595,0.0,29.1882266327,0.0,41.8845863732
Isl1,0.0,249.056425547,36.4856814914,2.52637392887,1.62089810195,2.25321513962,148.570692669
Nrgn,22.4822883593,9.46960620267,37.1090996198,17.1302746669,39.5662517547,15.2781002781,44.1597861798
2200002D01Rik,181.932354987,0.0,764.390341276,60.4898219402,48.5121365297,80.924233561,255.831646896
Cystm1,46.8346987273,16.2199065028,38.6525044283,25.6935456493,0.0,17.8231556699,46.3797397743
Tspan8,16.2091392104,0.803216149286,60.5914943712,12.2051782156,53.6964290948,31.8790210103,47.7570683807
Tlx2,16.001987476,0.0,462.223347231,0.0,0.0,0.0,47.1467361841
Ramp2,439.604757158,167.243838321,1509.73355481,3241.49799308,8.3188602992,1029.20238686,480.481020355
Sct,7018.38413393,33.0297665767,453.024872659,2975.55001595,23.0010279168,127.895181731,2050.50186258
Col18a1,8.26885713891,0.696573405698,3.41212867665,11.8447841434,0.646766276246,11.6879317261,3.04532192216
Hpca,0.0,60.8906444888,14.9134830945,5.507480683,0.0,9.82399217651,19.9654063376
Tuba1a,1157.58882248,32743.3890195,5994.50866079,4874.71003388,62.1687984967,3556.55763316,1939.48407689
Rab3d,55.9665848653,54.5907784721,55.9130198976,35.0125398999,51.8393565085,24.0206798055,99.8046447627
Pim2,91.4443492394,77.0332595079,5.03124565044,66.8885712345,25.033801028,39.7709248159,134.711473046
Tmed6,15.1230104715,0.0,124.809648637,373.342194373,8.87158860404,24.6648419553,584.810648817
Cldn6,59.1443064312,0.0,406.763152884,1460.09719357,0.0,715.421171351,660.725093474
S100a4,7.61079558856,19.2341373692,62.8116157857,34.7940610267,4.46470942663,80.6832713333,72.8771072956
Cryba2,0.0,0.0,24.314552578,0.0,0.0,0.0,188.07288375
Hoxa5,11.1234704756,0.0,1395.38420299,355.970008965,0.0,2412.85948709,483.403770878
Cel,0.0,0.0,37.6110242927,0.0,0.0,0.0,241.077886461
Upk1b,10.4518415159,0.0,6.70900713977,0.0,0.0,7.57618169914,9.40937348599
Fbxl22,0.0,8.51834236654,187.769960967,9.24567767586,2.96597056056,37.107038292,40.9651071816
Slc10a4,0.0,83.0829432284,51.4076823812,0.0,0.0,0.0,11.4703281265
Gars,165.619452004,85.759264759,94.6763932141,103.501388707,176.932860142,99.1253926944,80.0218528607
Fam183b,3.43997330072,5.7957076228,176.017832608,0.0,0.0,0.0,139.359146266
Ipo11,4.42378828625,4.28561916599,5.84149789693,12.7411886734,8.56389661365,5.95234872593,3.91014890328
Rap1gap2,0.0,0.233397190435,0.800298817055,0.126662858826,0.0812657164929,0.11296770754,1.02038001277
Myh11,0.0,0.0,12.6270560023,1.19058221584,0.0,2.12370610941,3.35691305055
Igfbpl1,30.7004216643,1460.45457347,11.9232682211,0.0,0.0,0.0,26.6037666941
Anxa4,5.55536440705,2.33993588225,13.7544653759,6.60329900446,3.91072195509,11.7786627848,18.4137728554
Asns,576.933317124,42.5811145363,89.1865209567,84.4653438122,1052.14632379,183.356970424,243.932093245
P2rx1,0.0,1.64964171498,17.7775055189,0.0,16.0827165009,6.3876087782,69.235236886
1110012L19Rik,596.470580899,269.984062072,404.098113305,472.114433482,219.344453741,196.014445426,249.181352071
Pecam1,4.2506212843,0.275442189019,1.34923926785,0.597921423775,0.767241689629,0.266636222959,0.0
Nkx2-2,0.0,14.9881094524,5.87347810327,0.0,0.0,0.0,10.4841483556
S100g,36.2621725397,0.0,359.124449886,353.661351589,0.0,0.0,8.90328511145
Ass1,5.62190857112,1.05242865801,13.4036946205,10.8517537141,25.6508907216,1.52817331636,5.52128583299
Serpina1c,0.0,0.0,62.6779472197,0.0,68.6844587904,0.0,258.722565784
Ctla2a,25.5151075094,10.7470385786,84.230097154,116.646702365,164.646775311,62.4207159722,28.1907335945
Gc,8.58813355638,0.0,7.73209636925,2.85542761022,7.32806357882,0.0,50.6065221838
Wfdc15b,0.0,0.0,86.6376731237,523.916389654,0.0,0.0,364.067397736
Spint2,112.101457399,32.1701407643,100.650275677,102.498218603,40.4688659995,50.2284711369,156.068777732
Akr1c19,1.30566249701,9.89908014203,73.2739747173,20.2948062718,1.5318776048,9.58260370075,104.827479506
Gimap1,2.31946989389,3.90787025645,17.2282496745,19.086939989,13.6066709183,7.56586903918,6.83386581433
Hes6,1097.66371838,4405.20943151,1292.68566112,1127.67606238,846.502618967,563.219157105,681.331208059
Ociad2,28.4602528185,42.3089734376,75.9910472233,44.3907915284,11.7851257218,39.5911319335,45.6256718064
Ckb,524.066217059,5118.13404118,2162.54959742,600.995100432,140.689296708,615.691513066,379.472110199
Mfng,8.9587118699,191.690542549,45.8402699222,27.8502786533,58.8608776246,14.6111921836,44.8716663296
Apln,9.74163020019,2.73546892539,8.03973153846,11.8761434505,1.9049058967,21.1841215722,2.39181783793
Mapre3,12.2503848474,38.6992368666,10.1101975123,10.080853433,0.0,4.99493481675,14.8885153272
Scgn,0.0,2.81320292674,1.37803285354,0.763351787772,0.0,0.0,13.5288245598
Pcbd1,385.053831597,90.3986482921,645.98615059,1500.61754909,181.447436085,380.919690241,1167.03277137
Hist3h2ba,1386.23080432,58172.197037,7711.75239257,16571.1079064,783.083855982,1925.92646626,6618.01192975
Gimap6,0.0,3.99697957972,70.4843893215,60.7356415055,25.0504873579,11.6075849765,27.95878094
Tmeff2,0.113677938068,3.25594084267,2.25163161023,0.831517192864,0.0,0.370805585508,0.418662350855
Nefm,0.746004575048,31.4219328486,15.3918707306,3.41048822142,0.0,3.04173646116,5.4948925789
Tie1,0.0,0.0,1.37865355617,7.63695621707,1.9599201362,1.36224532499,0.0
Ltc4s,0.0,160.123896224,132.737608461,26.7378480097,0.0,83.4640634022,140.007874962
Gimap4,0.0,0.0,20.7800089924,42.2067893636,0.0,0.0,3.09102337202
Rph3al,4.4015110156,0.247190590497,3.63255083613,3.48785920273,0.0,0.957151344691,5.18727761722
Prodh2,0.0,0.0,3.94569100527,0.0,7.47902591178,0.0,2.34768389572
Gcat,221.732806389,59.2257883445,238.786509234,326.358622439,87.2452783052,183.022415235,316.687514474
Mest,107.52970837,89.5179708465,320.521986289,854.789225658,3.71058759283,218.703378302,183.566523994
Nsg2,0.0,271.255692826,6.20074902312,2.94416753365,0.0,0.0,1.97648685484
Gfra3,4.13563992493,0.0,1.70656420193,3.7813578425,0.0,0.843126648996,4.56932126677
2010107G23Rik,8.6948133627,62.9912340076,10.0461164392,22.259907445,0.0,4.25423624137,10.2470289367
Hoxd4,7.31752909188,0.0,58.8815157312,85.3060241341,0.0,0.0,8.08487728783
Gclm,315.539667247,26.3702855176,55.8029412121,59.5335560865,389.307197963,76.5816596994,120.821002215
Hmgn3,24.8841402501,193.72284457,126.761561742,163.974376185,2.51685263829,83.2686823403,99.2297759429
Reep5,396.398167796,181.067310807,311.100643089,300.223177104,229.370354729,221.079963458,348.463585142
Cldn4,0.0,0.0,501.420701567,825.339652001,0.0,297.271785289,447.517546791
Ccr2,0.0,6.86318030522,71.7203894099,9.93225367143,30.269099109,81.9397369514,30.004868501
Nell2,0.417231358981,7.08814287969,3.09905554002,0.508651978108,0.0,0.0,0.512204521445
Prrg2,166.389700433,46.7225552279,80.1038041826,129.949351917,22.3687146356,56.5360271121,76.5991892588
Tspan13,68.8147307113,431.448370912,94.9645816047,134.091111512,86.0316145815,44.1573401567,93.8961399758
Hepacam2,0.0,1.28902906719,1.26284839737,0.0,0.0,0.0,3.94481889655
Stard10,16.0068626626,0.898951705348,22.8980350266,40.0040420546,18.7801629381,10.4425435271,65.2395216263
Ccr1,4.7988910531,36.3835273176,91.091663715,26.3267469823,73.1943199228,78.267412172,77.764482654
Serpini1,14.3042117742,33.3690990167,11.1998177589,2.34748282215,0.0,0.0,4.05236260526
Afp,0.0,0.0,32.9305563229,11.1036157108,1245.67825485,5.65889197686,117.561973282
Gsto1,298.515846196,267.69547912,744.390237616,695.565200755,608.205166661,549.684922193,813.318403859
Nxpe2,68.4741877131,0.0,5.13740863802,0.813094873042,143.460387385,22.4806024814,37.3360814558
Myl6,2638.18524502,3765.99648956,8891.23844286,6885.68749886,2684.44254849,5272.81553554,4239.7627944
Bola3,699.894025476,265.800960514,428.480381963,655.673342914,1174.52164319,549.69325833,587.360817529
Gatm,132.933300961,23.6585487269,35.5396530821,8.55954153189,26.3602681406,21.3753662404,22.065467787
Cplx2,3.07704245565,34.0215582719,5.71381157227,3.16512648264,1.12817545633,10.0369917751,6.51611969552
Kcnn4,90.7132676903,0.0,3.48210817887,11.573338749,409.63163711,20.6439923934,59.0477927916
Trim10,72.5126381632,3.21500391376,0.0,3.4895157572,96.2701618814,49.7955090128,30.9222086292
Fermt1,2.2778492698,0.0,28.1985092401,33.3234550656,0.0,4.95340460097,31.3191142145
Apoa1,66.8233499265,14.0730960931,703.150574552,122.1977749,6242.67644173,40.8695254815,787.527887929
Tspan32,133.877851245,3.63804813038,16.0387109614,3.9486814377,263.477491649,38.7391255301,66.801167064
Podxl,34.7164078541,4.17790098201,6.43192978475,13.6038882376,12.0531300155,7.51090281527,11.4809836507
Npdc1,129.225001898,641.39078744,98.0017087067,134.121737922,0.0,8.54429366094,69.4586444059
Snrpn,22.1861461684,100.688872113,8.90763798651,12.0616823076,6.2143813743,6.68271340394,7.21394267593
Bcam,78.3544852297,1.78395353538,64.6656681823,174.26481351,0.0,110.522881754,70.1927677468
Ptf1a,0.0,0.0,99.0299069109,0.0,0.0,0.0,467.173137637
St3gal5,68.0491678715,29.3615959397,23.286155391,21.2457494996,83.0846537373,23.4601691725,31.3780642847
Celf3,0.0,269.302823519,26.1962023603,0.0,0.0,0.0,10.0200377894
2610528A11Rik,0.0,2.23478349976,52.5454607593,2.42559960906,3.11248446438,2.16333682806,1.95403244725
Ctsw,0.0,0.0,30.0335598943,0.0,5.3370350491,0.0,13.4024632442
E2f4,314.911972008,148.145445004,310.524721818,258.019539525,1324.34356483,350.185237471,337.391537093
Tff3,0.0,24.4698754459,83.9050904442,0.0,12.7801150277,0.0,53.4894438393
Cd47,60.0308665548,21.3416182511,17.0446971853,12.8408376097,104.032043106,30.539865195,29.2077650743
1700011H14Rik,0.0,0.0,22.1101157989,97.9819683082,0.0,6.95130840558,28.7029227898
Adamdec1,0.0,0.0,329.446857675,0.0,0.0,2.74705402093,76.919512149
Gm2a,92.9971353955,30.2682433504,88.9604515039,40.582729014,42.1559570321,24.1298720342,43.5905794152
Fgf13,0.74771060634,2.36203435426,0.977047783396,0.512743145534,0.365523612006,0.0508115430247,0.826118820051
Ndrg1,9.38141963479,2.63432108997,25.8081702834,9.2925675671,0.917234652438,1.27505054326,21.8820813849
Col4a1,2.47994159252,0.464248318724,9.32379481134,17.1321912739,0.161644928893,9.88693565983,5.88592408962
Sec11c,257.038331153,162.397955411,112.127330992,92.3288880895,373.733883311,116.781634198,144.700939433
Crispld2,4.17839688883,1.75995310012,29.7425842805,9.55113001341,0.306395825521,4.2592172324,18.081534161
Acer2,6.26023108765,6.5920695205,25.4021828694,47.2225431561,2.14225073421,23.3981702556,35.3520548182
Pdlim7,105.773119319,291.072739975,443.745343576,278.852937408,20.6831746394,207.012534393,151.924438305
Aldh1b1,609.812440516,66.5919850596,232.998130561,30.9762494943,62.9345696682,46.0450143792,411.742251387
Sox10,0.0,2.57001183854,88.1234872782,0.0,0.0,2.48784782037,20.2243209267
Gipc2,0.0,0.365291099173,15.0306197262,9.91203339655,0.763136253203,0.70722527519,10.5402119705
Phgdh,71.6960156219,99.0117159229,143.561110557,366.458351765,324.060565572,169.647920675,180.072020234
Chrna3,0.0,16.1414614197,22.1390710928,0.0,0.0,0.0,1.41136442807
Grap,3.22990935736,6.80223676426,29.3219553118,8.85965168683,5.68427042371,5.26781383768,7.13722363852
Ccnd1,261.779386914,185.984518553,145.765681888,596.942854625,44.4049859613,288.061663944,106.864363006
Fxyd5,58.1383684324,27.208947057,106.625292043,29.5321722894,176.212383135,92.1867421594,123.711876401
Hhex,85.1709971707,4.48428441872,101.043758687,9.73434655673,146.76846385,60.7728877728,129.390802065
R3hdml,0.0,0.0,2.5271074559,95.1914138176,0.0,0.0,0.0
Fxyd2,50.5095721558,17.5204077562,41.6853639391,437.37676012,0.0,7.26868940468,15.3193565499
Car3,10.4939798029,17.6803810437,14.434404826,262.263516719,47.1965166709,11.4100894487,0.0
Fxyd4,7.62552378515,0.0,31.466583525,125.501016638,0.0,6.21841594772,5.61677977036
Aldob,0.0,0.0,67.1915580022,172.276816154,80.5103866781,0.0,10.2802985112
Penk,83.4439051974,65.2726640688,260.706802174,1395.12014361,24.4752855201,53.4649738716,316.094396878
Ly6a,0.0,8.41709424015,57.7229790203,1955.05788687,23.4457387577,0.0,22.0790182922
Igfbp7,10.7220554838,0.903232282156,71.6758706144,196.561060201,0.628986308123,6.99484548903,46.595907849
Tacstd2,18.1694036472,0.0,44.9854258071,664.516430075,42.6347583749,44.4500256966,80.2989080253
Ifitm1,13384.0500394,50.9710793238,6042.23631914,885.171597834,1029.35118409,1124.98663884,3975.43813302
Postn,3.15986989152,0.0,60.8493430482,41.4115475506,0.0,8.58930519826,7.7582837952
Osr2,17.4938486836,0.0,64.9692401015,559.832966375,0.0,0.0,99.8630403288
Mafb,18.747496478,23.6895025225,23.208359731,205.697770951,43.9912612432,22.9321423085,34.5224019784
Cldn8,0.0,0.0,143.554934788,746.276489569,0.0,0.0,39.4223558076
Pdzk1,0.0,0.0,0.624752569662,26.301880409,0.888160144328,0.0,0.0
Tmem27,1.0497124747,0.0,12.128533769,42.2306818553,0.0,1.71202634131,107.473866748
Ogn,1.91564871948,9.68252272521,154.935827864,50.7947620613,0.0,89.0432120253,108.64864505
Cxx1b,614.102246646,3254.82612133,1647.15305045,2737.28719,330.229043663,1585.81720464,923.513482924
Tbx18,0.0,4.66531961767,0.914113040949,22.2801308246,0.0,1.80646720269,1.63169021262
Spink8,0.0,0.0,1.81249625599,46.1849103771,0.0,0.0,0.0
Fxyd3,0.0,0.0,158.544674257,37.1566156919,0.0,30.1264872001,342.867773808
Cdh16,0.0,0.0,0.0,41.0188030305,0.0,10.2891747643,0.0
Hspb1,2510.41514161,80.717119537,1201.98140768,928.656661512,0.0,1281.43974789,1072.76737712
Smoc2,0.503235268832,0.21196418029,16.8203876915,8.74238101824,0.0,5.33487823542,8.34010089539
