ID,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50
Gap43,36.2732420056,55.919740565,34.2165167623,38.3028452907,19.9794502612,60.0311751596,61.8996992534,8.06967698086,48.8471987241,75.4208359977,25.1799395619,64.2170234038,70.8687411172,48.2146435075,12.9414893156,24.6686393595,62.4530363423,44.4191325955,6.9873767546,54.3072359039,63.7571345533,19.2257724206,84.2548986242,54.0025077751,38.3587539285,30.5406925931,48.1061460263,10.3055221082,14.9883567924,42.2936524115,45.6620637845,13.6887028459,22.5787245575,34.855249472,59.5679949874,27.8196896813,12.228455134,5.61176949775,52.0224656547,74.0300097147,46.0254976719,5.01488466594,25.2065190367,51.9786126886,80.7049079798,44.8768344937,28.627550144,32.0191700305,44.8128727317,65.8320076652
Scamp2,50.2177861322,72.8029920777,52.4430676836,63.4026023096,57.3246841431,66.2463009546,66.1047836181,75.6937226684,74.3006996228,44.1925372894,57.8892914737,62.0073273023,62.2455105333,74.8830595891,69.3665225645,52.9737547298,35.1926304963,43.7186836907,77.8088940641,55.3197719091,83.0823368868,59.2591757248,37.5037093704,71.9482207479,60.1532978545,45.3953663499,61.2538315868,70.5093119868,69.9196231099,55.6232515112,53.7046327535,69.0556189748,68.3419525224,49.7767735681,56.0478792156,57.8300586458,51.1370037619,59.8633967066,46.2067904742,74.9428496787,67.720790345,56.9220056373,35.4656437784,54.4557375137,67.3566195348,57.1419306947,63.9725996903,43.7836418384,76.2391517769,52.8346931939
Ap2m1,354.61785892,374.696128798,415.041065313,374.459856262,410.182435117,441.73943006,442.474995023,269.546062081,425.918112044,443.706755706,321.384013845,470.853349878,494.881150673,337.517398237,307.262365297,397.601062959,454.671753107,357.966527426,447.124226608,385.065377972,550.368106654,382.394855442,505.295335347,386.3007542,414.480797144,365.601763516,452.211347325,369.415964432,406.28932054,373.826855044,428.784456908,388.729111912,315.337482044,300.66630686,416.843006573,379.497837966,320.894593118,371.844514992,446.564099611,562.243598725,524.951901016,427.235148095,474.370680315,366.645769496,596.718805313,492.726532153,468.784480274,387.883516579,468.52766967,481.069535028
Siva1,2611.5495167,2073.33021142,2247.7284137,2790.33800179,2692.10319304,2862.23777177,2113.97410624,3037.33274165,2436.88102543,2285.04279833,2870.63920061,2400.49905102,2490.68305332,2209.73298433,2808.86320609,2626.33542257,2466.44571542,2327.3920966,3117.96894144,1944.67372195,2545.92541686,2543.15069785,2438.58569748,2539.89073826,2637.0392155,2648.03288488,2709.31136109,3159.78079732,2936.64182696,2437.56301195,2577.38105077,2823.16101414,2820.59397761,2734.46961218,2250.15262874,2468.47598383,3106.0411354,2404.76295702,2538.35384198,2422.68537109,2478.54722527,3161.91386458,2768.2533809,2415.41048482,2643.5537286,2577.2751457,2952.07604426,2426.12009753,2349.06335896,2660.58407561
Stmn3,431.034956895,612.361700213,435.920446911,467.51681503,129.815082674,503.288216674,740.271923224,7.71061214463,446.553922089,1033.14343479,264.654983182,713.305939015,870.626525706,436.805268914,63.5947736768,321.075165799,723.707815494,447.368770175,72.8342124915,567.947709257,707.711548045,83.6165871586,1120.3178062,445.518805653,393.526302017,357.327761904,516.229449128,55.1430436474,132.798820154,491.584300531,544.230639838,134.533196016,184.920612449,478.01531124,560.786994316,511.854905353,81.1754363736,85.7931302971,676.50962765,862.862312819,659.663507263,16.4288384214,223.989948805,633.710396346,816.500091229,459.146000235,254.389885483,391.076997278,435.325469531,739.584145861
Rrm1,188.438768156,214.603005803,183.126851514,221.153167904,225.282171865,239.551922208,196.732186998,225.269500746,175.598289907,127.135903026,169.985243752,162.569091203,132.99765682,224.811799276,202.391506654,172.980792773,159.285368399,167.565497206,208.616567602,172.475057641,135.88079893,150.231917361,113.93878895,218.448350415,145.868289637,204.69636081,196.47396826,187.276874473,172.285761633,249.259056792,238.756186975,203.373295707,182.203675061,136.916306336,156.505746847,210.351852146,221.939504765,180.205195055,214.605883679,219.016207302,186.845792864,216.460200694,221.444032376,198.798333784,142.547721302,133.779075461,180.98485656,148.591140244,206.451946855,141.952348481
Chgb,35.2492328683,75.5585552614,16.9331605761,24.764330772,62.2911450518,150.937773668,115.615200674,143.76755338,0.0,26.7547038355,60.7479369959,84.9118959459,169.09574747,103.395892905,49.4062860367,40.0887006545,106.530249661,40.1027682693,29.7067755252,71.7670030371,99.6918410665,146.162424416,70.9537669197,26.3989908247,40.4639377178,33.3126197506,70.0472166115,0.0,141.100656606,27.0948262631,4.01400531346,113.227612026,68.9584264457,150.677344681,25.1348690172,103.736374661,4.29985680149,254.110814766,131.393769636,12.2625188992,64.0609322974,119.657222309,12.6301973648,123.08117199,104.211781505,138.377701403,33.4701941592,120.909823059,70.6895487248,186.589497296
Pyy,4257.48734615,801.197871675,100.998911958,2461.80706796,690.001913326,668.777897966,1697.46266839,4341.14794489,0.0,1595.80130656,2396.98491696,2132.47325269,0.0,1660.37676968,884.060795002,1540.94143346,847.208588775,956.782035701,1721.25436933,2996.41194098,3081.20401716,2800.31142282,959.272033848,209.944610407,911.765635501,1192.17142039,688.142944299,109.509904189,3583.6034049,0.0,0.0,2026.05985461,1439.57420325,2178.7262893,1599.13091179,2578.09248609,51.2935380935,3478.56415798,960.672466665,48.7603819781,6317.31227073,1141.92496616,652.891325949,157.31260055,54.0502426939,1980.87021756,285.192999003,1997.09811857,892.868408511,900.939212835
Cpa1,1058.74879168,1291.46063945,827.078545296,741.506222617,1209.01897244,1142.77668149,918.710931265,928.214178941,89.1324653019,831.144350091,1196.30660356,572.056941675,336.337895513,1152.04413558,1063.2815298,820.243486415,518.33974877,477.309072659,905.379271093,1325.14526192,956.564493518,835.50788229,828.568212388,503.913180374,1191.39866343,168.321957378,508.925390038,700.927531887,960.825812084,608.465330431,603.951706726,352.07157903,1800.23736511,2204.56011265,620.895880888,436.799171131,1062.17516973,954.207778672,999.428765075,679.265601074,959.072554039,1203.83342674,85.0904575472,1125.35076404,162.801511999,932.259535357,859.012820949,584.824733785,1354.01587802,758.230000029
Cpa2,353.2748324,452.965939117,219.471363565,209.004678157,388.926608057,379.563223681,260.024756784,287.090052147,101.02501277,311.823083578,436.637724376,288.270426086,157.275029926,304.463360259,377.264486793,209.447629137,222.096221852,224.83228614,273.742751009,430.235964886,251.319471732,315.068641759,259.493787824,209.538842816,420.105829021,123.003156323,181.328553391,127.284038452,345.73174742,189.005622929,111.310760492,141.766669014,483.260923606,586.293388797,194.454266489,211.060138475,241.06730694,376.691610531,293.840932983,172.4875884,270.329020003,297.192269365,76.1397615324,392.190150218,155.691611942,350.361823369,201.771399775,249.505210458,426.144202446,200.863276579
Clps,3437.90426772,2722.00320655,1539.92477814,1479.6419624,2650.62996269,2773.71673649,1922.32946429,2415.92504677,209.24680357,1786.63102226,3054.79624128,3157.12746515,865.996106336,2494.87782145,2365.91883202,1197.62823903,1801.87561988,1014.81755414,1700.37005352,2984.78484382,1791.72180846,2428.44078647,1521.20034002,1368.54936404,3128.75780605,592.727320499,1498.8681565,1814.88195874,2639.5652785,1285.58637462,1544.80328402,1469.37063049,3635.4629557,6258.63676801,1965.56659878,1276.08684766,2516.22429975,2481.67061322,1407.75153327,2844.49219909,3197.14785421,2851.34476701,221.953124559,3568.83683992,1313.78426044,1580.63136313,2470.35090794,1863.26321791,1994.895088,1194.48434215
Ctrb1,1137.21150412,1186.59152733,481.262513581,672.130325976,806.589502867,967.286287419,546.517227104,1173.36223146,94.8515118783,945.366619963,1005.05191878,672.842309186,430.491831133,1148.57687773,1100.58221485,451.643418727,722.836123557,529.840416943,1069.23607351,833.035470001,877.161901918,544.357317194,799.372425147,594.827483672,1091.32725344,422.216319772,227.885525982,423.095366696,895.054726673,594.648887042,221.999871784,374.661706566,1443.43135013,2342.89467326,540.601120933,717.159672067,554.888288094,1177.56100761,742.318373062,427.011555266,852.938322825,1058.84814538,142.293100647,1283.09694935,264.511684136,892.868871998,499.50677626,900.183529735,1482.06261555,778.06348734
Pnliprp1,310.375688181,307.064470898,149.099453781,160.279216696,277.255888879,295.989903935,148.585600363,219.097828622,15.9307911258,209.404326828,329.166927861,306.734015009,56.7206767286,186.752615831,234.247476893,168.951546382,120.258662061,152.109750189,233.787194584,306.058637968,274.185919461,267.997048374,222.137025162,131.124372995,304.523145751,94.0139325144,111.634035934,128.501986964,226.080674577,108.363602458,112.37586478,141.584239005,334.73353299,540.180277906,181.593384637,179.560607597,170.859872883,191.865504408,199.044339891,158.730469397,258.410530948,233.413557664,38.0208911925,345.371307089,57.2862547376,274.930044919,189.996796352,176.388772517,266.623267516,192.580607149
Serpina6,258.586247309,399.638414435,160.106609323,150.718514171,400.387579112,269.963070973,289.964493073,205.074742545,207.052114427,180.278451171,268.147705408,227.306979545,37.80498924,357.859258524,483.255381186,168.465391525,109.988817012,203.972766687,337.614069245,343.185925072,183.202694297,381.240438777,289.944772297,212.310281275,299.039829994,358.423076333,188.080267068,41.9030857992,350.229383358,206.969053811,392.620013251,193.103944062,387.83739207,244.146836874,81.9501705981,129.65249768,173.839679751,445.49249595,298.497065166,351.832210962,373.172837992,237.200571965,109.812582461,235.044815027,171.364243892,192.498816065,243.196894907,127.362260719,325.3799328,191.19875986
Slc38a5,215.10331029,326.601931676,135.623442237,251.867870245,264.728268062,421.063215079,189.949018338,466.076546365,174.92614403,156.463905415,149.707965707,218.173675548,117.929391291,260.877022117,213.558721453,217.45374017,216.695111576,336.491791986,207.178595992,383.204224131,110.609989481,209.469562103,187.626846223,201.369996331,144.039750881,285.870108888,220.01254188,133.047210334,458.29878849,159.437151798,159.21673867,405.271690456,328.756839907,362.221975432,178.945524132,283.547428486,111.516812287,495.707339452,148.723071972,112.245353717,377.891759913,292.076309461,211.953335284,342.011886837,117.510138559,161.849039459,80.2398872182,290.877096921,310.842075849,379.545078174
Rtn1,55.7887450272,72.2361484087,45.3083034564,53.1253131563,26.7673306772,65.1616362169,81.1877360283,4.08566345809,56.4551240756,114.166402754,24.516461008,94.1000311147,98.0101319011,43.3973162254,7.77630096717,35.5216112012,92.5307966964,69.5719807089,7.71861104913,61.6386209361,87.8061709748,19.5195895826,125.740773866,54.7853463137,45.6038985245,32.9158881841,63.1239853913,10.5958795655,13.3728805563,65.5257545747,62.6168390649,17.6691365894,25.0238303364,53.6601193606,61.2463196157,50.7969270692,11.4299919201,9.32505981628,80.6473900414,91.7850189076,74.6879155046,2.67853440819,34.1629374571,72.8769639998,103.010306528,59.3705421606,33.4478745733,41.3142899281,50.0314476176,87.6385829763
Actg2,83.3029257393,99.2022962981,162.570591452,56.0859106078,113.036142387,76.4366674188,139.241294636,95.557328163,158.936765628,68.4972031788,107.672149277,100.334231227,88.4864819924,140.971650371,97.2997103261,171.058012253,118.011630427,194.28478844,190.555575536,146.047655178,131.184827723,149.158239078,156.503054656,51.9896224993,151.40878814,130.390293776,77.9009104604,225.083378476,190.93092794,100.621688477,66.4028268233,185.251652303,155.327298462,75.5340277257,148.50026205,81.7185019521,127.020725941,147.670980234,102.670937846,142.482340438,65.6033379758,101.800990305,198.98918029,197.377560771,139.201181518,128.083536142,336.169065381,109.900286003,152.317067896,157.485200712
Tubb3,677.494448897,973.632794089,524.041512833,742.195784201,226.113731227,691.192565053,1129.90063234,52.6886976779,850.490973254,1406.13919634,474.948844269,1071.51143745,1133.18599262,523.377881351,107.29883558,504.966740514,1093.16963117,768.16716319,71.8894031262,909.189486749,1045.13947877,184.686787676,1516.29378897,745.321205895,538.986034439,423.230984094,934.23312244,203.356335488,195.724562853,751.516724486,821.186207498,255.361584771,252.722509212,690.169969645,753.300946946,613.91800925,190.500868724,108.564380956,1060.42109454,1134.49370233,890.401800169,24.9472655938,367.559571057,1008.1155424,1239.85908868,703.225758648,436.136347985,551.434178861,650.206916319,1018.86025962
Ccl5,0.0,0.0,98.5916398526,0.0,0.0,12.5545734906,12.945345835,13.0792539268,0.0,0.0,0.0,0.0,0.0,11.5771592643,11.9859656872,103.738872987,0.0,0.0,98.8369941964,92.8569383785,105.535601649,0.0,0.0,25.6175821811,26.1774716249,12.1224630299,0.0,13.3624719623,0.0,0.0,0.0,101.424074842,0.0,13.2924821594,12.195439154,0.0,0.0,84.8913463571,24.6782944733,83.2968432063,12.4329464609,0.0,85.7944096322,115.172334214,13.1904937348,0.0,13.919776412,0.0,84.7376460725,12.9333184765
Fabp4,0.0,12.9063535521,0.0,0.0,41.0404345864,39.7780571969,0.0,13.8134869385,94.9149011712,123.391096793,14.3674799324,0.0,14.8544665155,0.0,37.9764735954,0.0,13.6475319839,12.3301048709,0.0,110.328377803,27.8650193483,0.0,14.5437571995,27.0556821387,13.8235011109,12.8029844564,0.0,14.1126040484,13.9945764376,47.6037032852,0.0,0.0,13.2513394103,0.0,0.0,0.0,13.2204552404,12.8081301301,0.0,0.0,0.0,14.7160524153,0.0,40.545929792,111.447771525,14.1819932782,14.701194023,142.9817655,38.3548209938,0.0
Mylk,17.9690766121,12.8392152841,23.3974078421,11.5167827532,20.5328490795,19.9012718392,15.5098440551,24.3492036872,26.0308957289,14.3566341384,23.0689853946,17.0265152237,17.3696844715,25.180504817,15.0231969316,28.9212677609,16.6729415745,23.455966671,26.8715035317,23.7480398771,22.8568971668,21.1526259692,22.0828913536,10.860414266,25.5731357819,22.344533175,12.6028655277,31.2803025757,32.2399052877,18.4854838442,12.708153146,26.6401298089,29.1400565652,17.3958178778,23.3782070403,13.220478235,20.7658153099,23.0241191235,14.1012383492,22.1529870683,13.7500960312,24.3991669593,33.2092220682,26.4182532754,19.2073991118,22.0286229457,47.4661934922,16.9687415711,18.2966940219,21.4552163816
Cd74,41.4403672955,138.17933481,159.25825027,19.4092727607,55.7957254161,81.1192271469,188.199305429,28.1697866517,200.47240609,13.9794973438,197.771910307,35.0265694685,7.57316299692,24.934610822,96.8065814705,167.57274168,125.241099303,25.1447317503,19.9568223801,99.9965348898,120.753164198,62.4851721167,22.2442678257,27.5872702148,56.3804170237,19.5818048466,161.471036455,158.288762136,92.7520155785,42.4716402138,163.592712634,27.3055956176,94.5819053467,78.729839534,72.2321802751,60.9782556677,33.7005244601,111.00815839,6.6439406075,128.144831229,13.3888924864,37.5129808588,13.1987116433,137.808577578,35.5117153872,166.297360589,127.415357124,131.211954752,117.325241187,34.8193429285
Egfl7,213.430380276,150.289548886,129.275062674,121.694822268,182.72653095,240.682486054,121.745708377,231.817227473,153.248631754,84.520124133,137.779605376,131.768527302,101.749752328,234.507475092,238.452772013,173.548122022,135.549657526,198.477341571,205.567299118,134.351032228,109.74973879,191.224871867,104.602536617,208.490999864,170.438168423,197.31951439,156.200775572,188.502914729,206.098352485,154.885460323,215.5692659,146.7464832,122.53773484,129.818475912,101.459317287,218.474012829,167.530714294,201.785459914,191.920010156,107.606168362,206.870493772,120.961976273,168.465588186,124.978722021,157.449631212,160.28671231,100.699870252,176.290724283,179.526625698,126.310772734
Lgals2,195.333208799,136.467415857,312.783033018,60.9916654738,78.8995763846,12.7454460212,197.132391661,119.502930579,247.641077877,171.323679171,193.348746003,158.497101929,271.295996482,129.284889249,109.51374088,302.783670425,183.660127422,296.305357416,351.188792976,212.104534458,200.887695698,261.804397092,83.8804189315,104.028228797,265.754588808,123.06766001,73.066508402,257.746919034,201.782613367,205.914048868,237.264673818,360.381238949,140.115179602,134.9457343,346.663845144,204.392497227,190.620846598,196.987395817,25.0534891002,265.770184769,239.817427035,155.602559361,360.837797061,168.889280862,241.038619773,190.852580205,155.445451748,54.9760295785,221.209582151,65.6497461425
Cnn1,70.0686383171,33.3768340444,123.419409744,27.3481591707,64.8595173448,114.299055053,94.2853724111,65.4917111415,93.5075490257,76.8201230658,61.9257008322,59.2239931195,57.6222085157,89.5904277699,87.2978793251,70.8342770278,47.0581054831,132.860875577,129.350484375,79.254934863,102.086568484,117.390929853,125.370957404,52.4760736479,142.994595841,93.8102883169,49.1436285507,152.067881837,162.85978377,71.8123460552,31.9162561708,132.736262518,91.3839848107,54.4576976727,72.1691311936,34.3679655083,85.472813597,104.888932014,106.720887559,86.6684773096,33.9575223262,101.484949465,106.004727046,128.156022864,60.0442926517,55.0136063784,266.129017639,49.3015954165,88.1676000339,94.1977730536
Ltb,129.253430406,61.5692041397,155.228136471,30.2689774456,97.8908134209,158.132924865,32.6109907566,0.0,32.3419607832,0.0,68.5394446511,0.0,70.8625931859,0.0,0.0,97.9993351813,32.5524819744,58.8202346072,31.1228871868,29.2398209918,0.0,129.928430863,0.0,0.0,230.805459834,30.5380431587,120.871623889,33.661785108,33.3802622892,170.318563268,147.187304294,31.9375357882,221.252305148,167.427358974,122.887517597,31.69875671,31.5338063625,122.201267065,186.50339123,0.0,62.640381691,35.1011473392,185.251842751,0.0,199.371299033,270.6183542,210.394240072,0.0,60.9900075952,32.5806922939
Ffar2,123.240812282,192.125862144,53.8208092923,167.918100376,79.1951348567,153.518286821,135.682869426,297.02050747,44.8545100913,102.045437271,213.876402635,124.999940526,196.556227525,91.0069654841,146.565307024,67.956797646,90.2929566335,71.3796767423,118.700444094,202.761028396,195.879073464,112.622193664,120.278050973,134.251610671,125.75362221,95.2935473512,94.2945636249,35.0137138393,254.619819422,108.26378337,51.0328862716,132.880860029,230.138267293,359.913300563,95.8672058335,230.802922383,87.467389203,148.293984185,118.551744204,41.5738850027,173.749739635,97.3623571,64.2306499736,122.949979563,80.6471841521,222.843844636,158.054086146,130.071787005,105.732492902,180.742410898
Neurog3,36.3283984505,173.048450106,174.515742436,442.389965462,73.3693790753,284.450336531,586.608216046,444.507117327,109.081667014,183.825379499,192.639239596,73.6938934695,478.005019268,131.152478069,67.8918319273,146.901432745,0.0,99.1932630203,174.950040877,460.221507462,74.7228625176,36.5181163207,39.0005532069,181.381357707,0.0,0.0,33.9725800714,0.0,412.806565061,31.9135340572,0.0,71.811759084,71.0696088563,451.7538202,0.0,320.73688241,0.0,137.385175996,174.730875296,0.0,422.541929543,118.387740667,0.0,326.184012251,0.0,646.517594406,0.0,38.3420039026,0.0,329.66055321
Cdkn1a,155.948658852,106.970887242,131.850769565,99.3358974657,69.2903757459,128.212728618,132.20346463,108.128898219,93.6520210185,151.510276885,172.005954748,177.155614663,143.636855467,106.970861562,52.4596543142,94.5916241723,182.239138496,130.58224819,174.235812584,101.603054254,147.55255168,119.13993309,174.116327601,149.495895522,140.032959556,117.904599907,105.00172148,51.9860330891,135.322056231,109.597406938,102.289816807,80.1501436653,140.338602943,174.533876683,136.406531098,146.863210901,54.7871178755,58.9759935933,192.019356403,121.523335821,151.155501003,142.298445496,89.405058995,87.1251582626,115.46316077,169.785328081,223.386068211,151.425154811,117.738428858,119.501527854
Gal,52.5388673919,50.0532363676,100.955283918,24.6074365238,0.0,77.1333471953,66.2784930927,147.320987373,262.926869088,39.8777993884,27.8598779338,133.222006121,72.0104753649,296.367775766,73.6399092741,172.617115518,251.406403983,71.7276554194,37.9524451527,297.134682001,378.230022886,13.2033103069,141.008479629,26.2317401988,576.308628279,49.652351814,85.9807112909,27.3656499236,108.547133699,300.001005682,23.9314476615,103.855623937,51.3911556049,326.667773224,187.317204199,51.5395767846,346.081822139,99.3446153851,265.33430627,97.4786383563,38.1930448194,57.0715847018,589.85840528,52.4148823142,81.0403422853,288.752121887,285.069805483,13.8627461194,99.1647466904,357.571338709
Plvap,21.7378249235,8.28376052266,12.5309988349,8.14501223228,17.5608150661,21.2758196022,8.77521941719,22.1649781481,30.4598935772,35.1985913961,23.0539095713,30.8673521474,28.6023878415,11.7716568642,28.4371063242,8.79014149324,21.8986885458,19.7847586379,16.749577834,23.6042363911,8.94238431902,26.2216156938,14.0020573495,30.3892872406,31.0534654995,20.5435363257,16.2625390448,22.6449383662,26.9466629804,34.3729842798,23.763783816,8.5940009084,17.0103696347,31.5368605537,24.8006478536,12.7946225611,29.6987678739,8.2207172082,29.2750414172,28.2320799,8.42788092239,42.5038056642,20.7704203637,21.6865264079,31.2948895895,27.3075355271,23.5893837466,50.4739533787,24.6174994912,21.9176661771
Cck,31.0749816076,49.3413567497,39.8077810034,77.6238672152,104.599165876,121.658115317,135.898569213,95.0568362807,51.8374810032,115.311208928,32.9563706779,94.5556292805,124.935905649,130.884409642,58.0740555168,73.3005871616,104.349805954,84.8490149698,79.8136926392,271.819272712,223.710399331,62.4745290964,77.8416764569,93.0911781711,200.821024229,78.3138780102,19.3732239958,118.696350759,160.504991386,36.3980623484,47.1821677196,40.9514170351,91.1884454973,257.617405898,68.9371553748,81.2904924248,40.4337411509,146.89753744,229.176908896,38.4369013447,70.2797128596,56.2598869803,188.049605209,113.672711474,53.2585000824,303.621716763,157.368632187,76.5272699251,9.77543811056,261.100591454
Lrpprc,22.0383422278,20.9957010388,20.4907019514,21.3099715661,24.4081431529,16.6993160172,13.6317852714,21.7465167929,18.5001323901,7.9140561778,27.1423988754,20.1897301632,21.0467940693,25.6653669251,21.9216100635,16.5296954851,18.6205539667,14.8819463615,21.2264181085,21.8720136729,17.5471150445,19.2949256101,13.7377069922,16.3275663337,26.1147384768,22.1712554904,14.6258861493,19.9956740876,21.2972184191,20.609137491,16.8387107624,17.5661487069,17.3846085047,17.6808364218,13.5180148064,18.8296017612,14.5690365671,21.5080401311,22.567557867,17.8065484331,24.1172389441,23.1674219839,16.3026299315,10.6385489658,17.5451777366,17.1171020421,15.4293536512,12.0050995701,18.1145520144,13.6191201506
Cd7,45.5192657231,0.0,0.0,0.0,0.0,22.2759105236,0.0,0.0,0.0,23.0332099761,0.0,0.0,0.0,0.0,0.0,46.016653895,45.8561160747,0.0,43.8422707228,41.1896280738,23.4068248231,0.0,0.0,0.0,23.2236888049,0.0,42.5674394009,0.0,0.0,19.9937335374,20.7340199612,0.0,0.0,47.1704026331,21.638689008,0.0,0.0,0.0,21.8936740453,21.113683364,0.0,0.0,21.7467544946,22.7059230085,23.4042405677,0.0,74.0946781093,0.0,64.4366734436,0.0
Fev,0.0,29.627522933,0.0,43.696918092,31.4038201412,15.2189294091,62.7705288712,190.259502533,0.0,31.472634649,16.4908252152,63.0854398711,51.149348137,42.1022593239,14.5296505557,47.1579516265,62.6579095636,70.7617498918,44.9296397486,98.4928155832,63.966285786,78.1530640768,50.079462594,31.0541951216,47.5993580824,14.6951156289,29.082126842,0.0,80.3140547537,13.6597432912,14.1655078845,61.4742442887,76.0486609725,48.3403154573,14.7835788876,76.2682947178,15.174283706,88.2061306379,89.7467098681,0.0,90.4289427326,16.8909126291,14.8574093606,62.0508578662,0.0,162.779258056,0.0,0.0,14.6744047934,47.0341571698
Cela1,153.149183483,137.321078072,99.5364064185,71.729921072,113.714114299,96.9903802843,86.3716619119,133.194099929,54.1004993947,91.170634851,128.981680635,91.373659483,103.719406262,117.897344648,147.314363107,59.1968924412,140.669350667,77.8940059656,78.0919136613,118.202425753,125.076806906,104.141953528,72.5356559533,49.477169407,137.88688946,97.9090242329,84.2457581506,84.4623829581,130.287112184,71.2257320356,69.7594343174,53.4239914258,163.021607042,182.043304851,107.063508313,79.5368552187,87.914411635,110.724250056,108.325118601,58.5009012134,104.78263685,122.324937583,64.5589156464,148.294012829,60.2155173956,132.031930903,122.201429467,95.0811266319,165.785666894,122.624642487
Ambp,184.683806092,180.973393444,136.880911525,103.799611853,250.436269279,113.619707091,165.083767698,182.932516918,110.908370852,90.7818247249,279.807450832,181.967967059,69.4299698269,147.636153946,256.392546014,165.364489173,69.1044706278,163.288033494,152.468391373,257.838136898,146.52164599,249.299119816,124.625802473,115.920392913,199.217940999,184.510724279,118.42797197,60.4656204169,207.134302636,101.979317333,158.632793414,198.181762206,314.846075434,311.680737642,70.2351478014,155.289527449,128.734541376,284.36049291,121.821911425,195.803078347,204.57995374,177.68946968,60.5022070381,163.191064177,92.2441842556,160.193151145,177.510061523,66.829863288,219.108917525,111.727038684
Cldn5,42.9475557953,0.0,0.0,160.92151286,260.212585958,168.139076042,130.029416534,43.7914850756,214.927860854,130.391392068,45.5477524129,0.0,235.457980889,77.524452079,240.785861539,0.0,43.2653750536,156.355482388,0.0,388.625304425,44.1688106831,172.687363618,92.213172413,85.7718623733,219.116159911,40.5879923903,0.0,223.698727307,133.096723789,264.098017008,39.1252128082,84.8961050188,84.0187325038,89.0108162682,122.496985232,42.1306921809,83.8229146528,81.2086103872,0.0,39.8416397943,0.0,139.958388331,82.0724971885,85.6924099982,220.819670893,359.677784326,93.2113841375,317.296328905,162.123155783,0.0
Esam,5.9376819963,5.65676831629,17.1141975887,11.1240413108,11.9918317294,5.81148534652,0.0,0.0,11.8858758434,18.027163754,6.29717022229,6.0224359338,26.0424527193,0.0,16.6448340138,0.0,17.9448655758,5.40420237896,0.0,10.7458197826,6.10652567148,29.8434518262,0.0,11.8583242649,0.0,11.222924668,5.55263611009,12.3709196589,12.2674582364,10.4321921523,0.0,5.86862354553,23.2318932289,0.0,11.2904856531,17.4742413967,11.5888739649,5.61371764832,11.4235299842,0.0,11.5103689067,12.8998944137,11.346871316,11.8473396365,18.317554422,12.4317453282,12.886869746,18.8003850419,0.0,0.0
Cav1,15.5852739636,23.0967792966,21.6288603389,14.5992351493,12.2407651917,23.7284942442,24.4670648799,28.2516056118,10.3993798384,14.0201007019,25.711562271,17.5641519545,30.3806367961,15.629395772,27.5081974057,22.7580512799,26.1676794276,22.065543901,15.0110901296,12.535871771,23.15221445,20.8888866294,26.0270221811,22.4797602735,19.4370596661,13.09245338,14.5746025217,21.6475242007,30.4108466223,9.12749974574,11.0430294822,18.8271218716,35.5712317007,26.9176738074,19.7569031366,11.8913212853,23.6588851882,14.7349298191,14.9922852509,9.63877702865,21.8201432093,22.573162239,14.8916781162,12.0932736474,7.12297178618,30.818111881,26.3087658628,25.5875392522,11.4397511256,24.4443328367
Cldn10,9.72108819261,12.5687447285,6.00409713308,7.15476206387,9.11525443263,6.79605774235,8.40910935176,9.20410195328,0.694978079901,6.32438895555,9.57323452784,4.22564834103,5.32954147331,6.2669626261,12.9765164813,7.01950738779,4.89651295393,6.9517509125,6.0190388798,9.42476932016,7.85519165125,6.28190656171,4.47262629776,5.54693691035,9.91929564082,5.24971772508,3.89601281356,6.51005133656,5.73831642377,3.04989929505,5.06051940686,7.54916382232,16.3006816778,15.1105571496,10.562641096,9.53619284551,5.42089685773,9.19069838731,9.35122009872,3.86488743911,9.4223058208,5.27988074086,2.65384796006,18.0108456446,1.42805898008,9.44964241206,7.53507112984,7.32850523314,12.4505074764,4.20064827684
Bex1,3453.26073256,2770.43017791,3597.17314314,3234.78211446,3597.24846864,3166.40151213,3998.6571559,3298.73168869,4002.05183582,4267.29796683,5320.02104214,3355.07638009,3906.04101519,2952.69461236,2615.39789354,3490.99444851,3954.86388296,3374.5868249,3291.02673428,3453.72446275,3962.67890513,4311.71342084,4448.72060478,2649.75070825,4191.31363001,2404.71118095,3331.30287261,3105.09343993,3679.92950124,3001.66531088,2947.2300173,3017.8966872,3911.1649058,4369.56384846,3939.81935526,3565.87328919,3405.42490324,3367.94872869,3216.96983175,3574.45951378,3241.4244613,4303.99232688,2500.73378164,3735.22612475,3289.40795584,4566.381434,4457.43190469,3222.65344935,3739.20148777,3151.9726295
